Region,Crop,Season,Farm_Method,Greenhouse,Area_ha,Days_Since_Spray,Pesticide_Amount_L,Temp_C,Humidity,Rainfall_7d_mm,Soil_pH,Sample_Weight_g,Year,Pesticide_Result
강원,배추,봄,유기,Y,1.01,21.7,1.02,25.9,57.1,102.2,6.57,169,2023,0
제주,토마토,봄,관행,N,1.41,33.6,0.56,18.6,79.8,94.5,6.6,173,2018,0
제주,포도,여름,관행,N,1.4,31.9,0.27,31.2,56.0,88.5,5.24,159,2023,0
충북,사과,가을,관행,Y,2.53,30.6,1.27,13.7,60.1,91.8,6.14,225,2023,0
충북,배추,봄,유기,N,1.01,15.0,1.29,21.9,76.1,71.9,6.67,282,2018,0
충북,고추,봄,유기,N,2.08,46.4,1.1,30.1,63.2,71.5,4.94,158,2019,0
경기,포도,봄,유기,N,4.37,37.5,1.24,20.3,69.7,94.4,6.15,263,2021,0
전남,사과,봄,유기,Y,1.36,33.3,0.53,13.4,67.0,110.1,6.4,201,2019,0
강원,감귤,봄,유기,N,0.84,39.4,0.17,18.4,51.7,141.7,5.93,204,2023,0
충북,상추,봄,관행,Y,2.49,43.1,0.47,25.3,77.1,107.1,6.73,210,2019,0
제주,토마토,여름,관행,N,1.14,6.3,2.48,32.3,63.2,38.5,5.82,89,2023,1
경북,사과,여름,유기,N,1.95,33.4,0.7,16.1,58.4,71.4,6.25,197,2020,0
강원,배추,가을,관행,N,2.73,24.0,0.59,24.4,64.9,83.7,6.25,103,2018,0
경북,포도,봄,관행,Y,0.8,32.8,0.29,19.3,55.1,87.8,6.03,218,2023,0
경남,고추,가을,유기,N,2.75,15.5,1.17,26.2,66.5,105.4,7.3,202,2018,0
제주,사과,가을,관행,N,0.93,36.5,0.94,21.1,80.5,70.3,5.87,268,2023,0
충북,고추,봄,유기,Y,1.42,32.7,1.09,25.0,58.6,100.1,6.4,225,2018,0
경기,토마토,겨울,관행,Y,0.93,18.7,0.81,17.1,78.7,97.6,5.78,278,2021,0
경기,토마토,봄,관행,N,0.46,26.1,1.15,27.2,76.6,87.9,6.67,182,2018,0
경기,사과,겨울,관행,Y,1.21,41.6,1.1,17.3,61.4,40.4,5.34,226,2022,0
충북,감귤,겨울,유기,Y,0.33,17.3,1.14,31.3,62.7,104.5,5.18,217,2019,0
강원,토마토,겨울,관행,N,3.95,30.5,1.01,30.2,77.3,33.9,6.19,250,2022,0
경기,토마토,여름,관행,N,6.56,25.7,1.4,19.3,66.2,21.6,6.81,182,2023,0
경남,포도,겨울,관행,Y,3.71,53.3,0.41,20.6,51.9,112.1,5.1,117,2022,0
경북,감귤,여름,유기,N,0.28,41.0,0.84,18.3,78.4,59.6,6.27,186,2020,0
경남,상추,겨울,유기,Y,4.06,29.2,0.6,11.7,61.0,72.1,5.38,172,2019,0
전남,상추,가을,관행,Y,3.66,32.0,1.28,27.5,55.1,98.6,6.0,269,2019,0
충북,감귤,여름,유기,N,1.48,60.0,1.52,23.8,64.5,91.9,6.26,154,2021,0
경남,고추,가을,유기,N,3.74,25.3,0.55,27.3,66.4,149.5,5.47,207,2021,0
경북,포도,봄,관행,N,2.07,35.7,1.13,22.0,53.8,24.2,6.54,217,2018,0
강원,사과,여름,유기,Y,4.15,26.2,0.62,22.3,61.4,89.2,5.98,232,2019,0
제주,상추,겨울,유기,Y,1.8,27.5,1.06,24.0,81.2,72.9,5.82,72,2022,0
경남,상추,봄,관행,N,0.89,25.6,0.97,27.9,63.9,115.1,6.72,138,2022,0
경남,상추,봄,유기,Y,1.17,42.8,1.05,19.4,58.4,72.4,6.54,172,2020,0
제주,고추,봄,유기,N,1.16,15.8,1.58,27.4,71.7,20.4,5.97,118,2020,2
경북,상추,봄,유기,N,2.19,38.3,0.36,17.8,74.1,114.0,6.04,265,2023,0
제주,감귤,겨울,관행,Y,4.09,19.1,0.49,24.5,69.9,61.7,6.24,204,2018,2
충북,포도,여름,유기,N,6.11,14.9,0.43,16.5,56.3,53.9,6.47,129,2021,0
제주,감귤,여름,관행,N,2.36,60.0,0.99,22.0,42.9,107.0,5.97,283,2023,0
강원,고추,겨울,유기,Y,2.73,46.5,1.43,25.0,67.3,118.5,5.91,182,2022,0
제주,사과,가을,관행,N,6.25,36.1,1.02,24.9,70.3,135.2,6.03,214,2018,0
경남,배추,겨울,유기,Y,2.71,35.5,0.86,29.2,47.6,100.5,5.67,209,2020,0
경기,감귤,여름,관행,N,1.39,37.4,0.33,20.8,75.0,55.4,6.35,86,2020,0
전남,토마토,여름,관행,N,1.66,53.3,1.05,24.1,72.8,53.2,6.71,106,2019,0
전남,사과,여름,유기,N,1.08,38.5,0.87,20.5,80.5,83.8,6.24,155,2019,0
경기,감귤,겨울,관행,Y,0.63,35.7,0.98,24.9,57.2,88.6,5.88,267,2019,0
강원,고추,여름,유기,N,2.07,24.6,0.49,19.8,64.9,79.9,6.38,262,2022,0
경기,상추,겨울,유기,N,4.44,13.9,0.72,26.2,47.4,72.0,6.2,248,2021,0
전남,사과,겨울,관행,N,4.8,22.4,1.55,14.2,72.7,84.0,5.78,306,2020,0
전남,사과,겨울,관행,Y,2.23,0.0,1.4,18.8,65.6,20.4,6.53,149,2020,2
강원,상추,가을,관행,N,2.35,32.8,0.11,25.7,74.6,21.5,6.23,145,2019,0
충북,토마토,봄,관행,Y,1.47,36.8,0.7,21.9,59.5,100.6,5.54,199,2018,0
강원,고추,가을,관행,Y,1.37,30.4,1.1,24.8,74.1,9.0,6.6,244,2022,0
충북,사과,봄,유기,Y,1.61,32.4,0.34,17.3,59.4,73.6,6.61,227,2020,0
경남,배추,여름,관행,N,1.5,33.8,0.54,18.8,67.7,97.0,5.97,168,2022,0
경남,포도,겨울,관행,N,2.45,29.9,0.93,25.8,58.1,71.5,6.4,77,2023,0
경남,감귤,여름,관행,Y,0.59,37.1,0.79,21.5,61.6,99.5,6.62,241,2020,0
경남,배추,겨울,유기,N,1.0,27.9,0.45,21.9,53.4,142.7,6.53,207,2020,0
경남,포도,여름,유기,N,1.8,34.6,1.29,24.3,41.2,107.6,5.35,138,2021,0
전남,토마토,봄,관행,Y,0.74,37.1,0.91,24.2,37.8,47.7,5.69,226,2020,0
경남,토마토,가을,관행,N,4.36,28.7,0.32,18.3,51.9,73.0,6.06,230,2020,0
강원,사과,겨울,관행,N,1.0,32.5,0.0,12.4,76.0,89.0,6.55,221,2023,0
충남,고추,여름,유기,Y,3.52,33.1,1.69,17.7,59.2,89.5,7.66,150,2018,0
충북,사과,봄,유기,N,2.03,30.8,1.06,19.4,43.8,118.4,5.52,201,2023,0
전북,포도,여름,관행,Y,4.06,36.7,0.97,15.5,49.6,61.6,7.08,146,2020,0
경기,배추,겨울,유기,Y,1.14,34.8,0.82,23.2,44.9,77.5,5.65,233,2018,0
충남,감귤,봄,관행,Y,1.77,28.4,0.28,20.7,74.5,53.7,6.24,122,2021,0
충북,포도,겨울,관행,N,0.99,14.7,0.63,16.6,65.1,39.6,6.78,158,2018,0
경기,상추,여름,유기,N,0.93,30.8,0.17,25.3,67.2,124.6,6.39,304,2020,0
충북,감귤,여름,관행,Y,0.43,47.5,0.74,24.5,63.3,38.4,6.21,212,2019,0
충남,상추,겨울,유기,Y,5.01,34.1,0.73,22.7,75.6,82.6,7.66,212,2022,0
충북,토마토,겨울,유기,Y,0.33,31.5,0.55,17.0,65.9,123.7,5.78,214,2020,0
경북,토마토,봄,유기,Y,2.93,34.7,0.59,18.9,54.5,93.3,5.68,220,2021,0
전남,토마토,봄,유기,N,3.5,12.8,0.53,19.1,63.7,79.2,6.1,312,2020,0
경기,토마토,겨울,유기,N,2.57,55.8,0.82,13.1,69.2,101.3,5.91,119,2022,0
전북,사과,겨울,유기,Y,1.2,22.0,0.51,24.8,60.3,87.4,5.74,217,2021,0
제주,고추,여름,유기,Y,3.63,16.8,0.67,20.0,90.3,72.2,6.43,173,2021,0
경북,토마토,봄,관행,N,1.24,28.1,0.78,28.3,55.4,62.8,6.29,232,2021,0
충남,포도,겨울,유기,Y,0.23,0.0,1.82,24.5,80.7,11.4,6.68,168,2018,1
경남,감귤,봄,관행,Y,0.62,57.3,0.68,20.3,87.7,92.3,6.11,182,2022,0
충남,배추,가을,관행,N,1.63,43.5,1.29,18.2,80.3,53.8,6.28,192,2018,0
강원,토마토,겨울,유기,N,1.09,31.1,1.21,22.5,62.6,61.6,7.12,294,2018,0
경북,사과,봄,관행,Y,0.73,50.4,1.22,20.9,75.1,73.7,6.21,129,2021,0
전남,감귤,가을,관행,Y,4.93,37.8,0.89,17.6,83.8,121.1,5.46,232,2018,0
제주,고추,가을,유기,Y,0.24,27.1,1.35,34.0,73.5,109.1,8.2,177,2020,0
충남,고추,가을,관행,N,0.38,33.4,0.98,24.8,64.4,68.1,6.03,292,2020,0
경북,포도,겨울,관행,Y,1.04,35.6,1.68,28.9,80.4,69.7,5.5,206,2022,0
경기,포도,봄,관행,Y,0.3,28.1,1.37,14.0,75.0,146.7,5.7,134,2022,0
경남,고추,가을,유기,Y,1.09,30.2,0.87,25.6,50.8,50.0,6.12,182,2020,0
경북,고추,봄,유기,N,2.61,31.1,0.63,37.5,64.1,102.8,6.04,211,2019,0
경기,고추,여름,관행,N,1.84,3.6,2.59,28.9,79.8,10.2,5.22,182,2019,1
충남,배추,겨울,관행,N,1.0,36.3,0.66,12.8,48.0,113.0,7.49,181,2020,0
충북,사과,가을,유기,Y,0.38,45.9,1.07,27.3,61.7,128.3,6.37,235,2022,0
경남,배추,봄,관행,Y,0.52,18.1,1.12,14.4,80.0,101.5,5.91,191,2022,0
강원,토마토,가을,유기,N,5.82,28.3,1.25,22.5,50.1,47.8,6.9,215,2018,0
경남,배추,겨울,유기,N,1.64,44.1,0.67,25.0,60.8,83.3,6.14,77,2019,0
경북,사과,가을,유기,N,3.81,47.0,0.45,20.1,65.1,46.0,5.75,183,2023,0
경북,배추,가을,관행,N,0.73,42.3,1.6,26.3,57.8,103.2,5.25,230,2023,0
충북,배추,여름,관행,N,4.07,20.7,0.27,20.8,70.6,105.8,6.4,166,2019,0
충북,토마토,가을,유기,Y,2.01,43.3,1.3,20.0,80.6,123.0,5.61,247,2021,0
전북,사과,여름,관행,N,1.59,47.7,0.41,23.4,69.3,95.4,6.82,268,2020,0
경남,사과,봄,유기,Y,4.04,8.3,2.61,30.6,72.0,17.6,5.86,159,2021,1
충남,사과,여름,관행,N,0.21,34.2,0.83,22.0,46.5,59.4,7.3,132,2019,0
강원,고추,겨울,관행,N,1.46,36.7,0.48,25.6,66.8,92.4,6.33,180,2020,0
충북,토마토,여름,유기,N,3.61,40.9,0.67,24.1,43.7,85.8,6.0,51,2019,0
전남,고추,봄,유기,Y,0.81,23.6,1.04,21.4,78.7,142.1,6.36,279,2019,0
충북,상추,봄,관행,Y,0.41,18.6,1.92,20.6,67.9,29.9,7.04,185,2019,2
경남,포도,가을,유기,Y,1.0,32.5,0.87,27.3,70.9,72.9,5.69,280,2020,0
충북,감귤,봄,유기,N,0.35,48.7,1.46,28.8,66.5,79.9,6.28,282,2021,0
전북,상추,여름,관행,N,0.81,13.8,0.92,16.2,86.5,65.5,6.52,241,2019,0
경기,토마토,여름,유기,N,1.84,34.1,1.32,16.9,62.9,119.0,7.05,136,2019,0
강원,배추,봄,관행,N,3.39,27.2,0.88,20.5,50.0,91.0,6.69,188,2019,0
제주,상추,여름,유기,Y,3.97,39.8,1.35,28.6,66.9,102.8,5.79,158,2021,0
경남,사과,가을,유기,Y,4.34,38.3,1.04,17.1,61.5,122.6,6.9,283,2018,0
전남,배추,봄,유기,N,1.02,37.6,0.89,27.1,71.5,79.2,5.38,206,2018,0
경남,사과,가을,유기,N,4.32,31.0,0.25,20.7,71.7,78.3,6.25,136,2021,0
경북,토마토,여름,관행,Y,0.65,49.4,1.17,18.2,70.5,85.3,6.11,136,2020,0
경기,감귤,겨울,유기,N,2.64,38.3,0.67,26.7,51.8,91.3,6.21,91,2021,0
충북,상추,가을,관행,N,1.51,4.9,2.29,31.9,78.9,0.9,6.64,185,2019,1
충남,고추,겨울,유기,Y,1.98,16.3,1.8,18.4,65.9,53.0,6.94,306,2020,2
전북,배추,여름,관행,N,0.36,40.0,1.12,29.6,62.7,93.5,6.91,283,2023,0
전북,토마토,겨울,유기,Y,0.58,56.3,0.28,23.2,53.1,111.3,5.51,161,2023,0
강원,포도,여름,유기,Y,2.32,44.9,0.69,18.4,63.8,107.1,5.45,222,2019,0
전북,배추,여름,관행,Y,0.52,29.9,0.87,19.3,63.4,41.3,5.52,213,2019,0
충북,감귤,봄,관행,Y,0.34,14.4,0.53,28.7,77.1,87.1,6.52,204,2018,0
경북,토마토,겨울,관행,N,0.31,23.7,0.55,17.0,89.6,71.8,6.9,206,2021,0
경남,토마토,봄,유기,Y,3.28,26.2,1.08,21.9,75.6,92.0,6.7,229,2021,0
경북,포도,여름,유기,N,3.16,40.4,0.98,25.7,85.4,59.4,6.58,191,2019,0
경북,배추,가을,유기,N,1.06,37.8,1.54,19.1,71.7,166.6,6.82,141,2020,0
전남,감귤,가을,관행,N,2.55,42.8,0.33,17.7,61.7,103.1,6.55,158,2023,0
충남,토마토,가을,유기,Y,1.12,18.5,0.48,20.7,65.5,77.0,6.54,322,2018,0
제주,배추,가을,유기,Y,1.08,37.2,0.77,20.6,79.8,121.7,6.79,165,2019,0
전남,감귤,여름,유기,N,1.82,3.6,2.1,27.9,88.4,6.3,6.09,195,2023,1
전북,고추,봄,관행,Y,2.96,38.0,1.26,24.8,73.3,74.5,6.86,158,2023,0
경남,고추,겨울,유기,N,1.43,4.8,2.45,25.8,70.3,3.7,5.75,214,2019,1
전북,고추,여름,유기,Y,1.08,11.0,2.57,21.9,65.5,13.9,5.59,274,2020,2
경북,배추,겨울,유기,Y,2.49,21.9,1.25,22.2,76.3,88.3,6.48,153,2019,0
충북,배추,여름,유기,N,1.72,5.1,1.2,17.5,85.5,39.2,6.64,155,2020,2
경남,배추,여름,유기,N,4.41,23.2,0.48,16.6,68.2,86.5,5.64,163,2019,0
경기,사과,가을,유기,Y,0.12,7.8,2.01,30.9,59.7,0.0,6.0,234,2021,1
전북,사과,여름,유기,Y,1.86,49.0,1.1,18.2,66.2,92.6,6.26,201,2023,0
경남,포도,여름,유기,N,0.99,49.7,0.85,21.1,68.7,46.5,7.04,273,2018,0
충남,사과,봄,관행,Y,2.93,41.8,1.49,22.6,49.4,82.2,7.87,220,2021,0
전남,상추,여름,관행,N,1.86,33.0,0.52,29.4,81.2,123.9,6.69,196,2018,0
충남,배추,가을,관행,N,2.44,45.7,0.81,25.7,51.1,93.1,5.5,227,2020,0
전남,상추,여름,관행,Y,0.73,5.7,2.94,26.1,78.1,0.1,6.11,136,2021,1
경기,포도,겨울,유기,Y,2.29,52.5,0.59,20.5,52.7,90.2,6.14,129,2022,0
충북,토마토,가을,유기,Y,0.81,35.9,1.39,33.0,68.5,80.7,7.27,201,2018,0
경남,상추,여름,유기,N,1.77,26.7,1.04,13.7,47.9,106.0,6.86,186,2018,0
전북,감귤,여름,관행,Y,2.6,40.1,0.79,14.3,59.5,65.5,6.01,137,2022,0
전북,토마토,여름,관행,Y,0.72,24.3,0.99,7.0,65.4,69.9,6.8,202,2021,0
경북,감귤,가을,유기,Y,3.86,42.0,1.12,18.5,56.6,115.7,6.5,151,2021,0
전남,배추,여름,관행,N,0.31,6.5,2.36,21.1,59.9,15.6,6.15,314,2020,1
전남,고추,여름,관행,Y,1.23,4.2,2.12,36.8,65.2,50.4,5.69,182,2019,2
강원,사과,봄,유기,Y,0.64,24.5,0.64,22.5,39.7,74.0,5.71,207,2022,0
경기,배추,봄,유기,N,3.18,28.7,0.87,17.2,71.7,30.7,5.86,287,2018,0
전북,사과,가을,관행,Y,1.96,37.5,0.21,18.5,55.2,93.1,5.57,209,2021,0
충남,사과,봄,관행,Y,5.13,21.6,1.45,21.5,64.7,54.3,6.23,241,2021,0
강원,감귤,가을,관행,N,1.64,26.6,1.06,32.3,54.4,17.0,6.07,209,2018,0
전남,감귤,가을,관행,N,2.03,33.9,0.52,19.1,50.3,100.2,5.95,194,2022,0
경기,사과,봄,유기,N,0.26,31.4,0.79,27.1,59.2,48.6,5.58,144,2019,0
경북,배추,가을,유기,Y,2.9,47.6,0.58,16.8,68.4,40.1,7.67,275,2018,0
경기,상추,겨울,관행,Y,0.98,48.8,0.89,16.2,72.6,62.9,5.5,229,2019,0
충남,포도,가을,관행,N,0.96,15.9,0.61,15.3,85.3,103.7,5.87,113,2021,0
강원,감귤,가을,관행,N,3.19,33.8,0.94,16.0,81.9,84.3,6.51,163,2018,0
경기,포도,여름,유기,Y,0.55,26.0,0.48,21.9,46.1,45.1,7.06,171,2023,0
강원,사과,가을,관행,N,3.42,19.8,0.93,30.3,66.5,125.7,5.38,129,2018,0
전남,고추,가을,유기,N,1.28,42.0,0.67,18.1,62.6,95.9,6.11,159,2022,0
제주,고추,겨울,관행,Y,3.82,37.7,0.96,23.4,78.4,68.5,5.96,82,2018,0
강원,감귤,봄,관행,N,2.43,16.7,1.46,19.7,70.2,81.8,5.45,150,2018,0
충북,포도,여름,관행,N,2.44,10.5,1.6,29.0,64.9,10.7,6.56,210,2018,1
강원,사과,겨울,유기,Y,0.9,8.0,2.57,26.1,92.2,20.5,4.5,175,2019,2
충남,토마토,여름,관행,Y,1.05,42.5,1.01,28.3,71.0,40.8,6.03,202,2019,0
경기,토마토,겨울,관행,Y,3.42,29.4,0.47,11.4,59.7,81.0,7.11,199,2020,0
경기,배추,여름,관행,Y,1.87,32.0,0.83,24.7,67.5,126.1,5.51,207,2021,0
강원,상추,가을,유기,N,2.19,45.8,1.3,13.8,64.7,37.1,6.26,163,2018,0
경남,감귤,여름,유기,Y,1.84,47.9,0.81,36.8,69.9,71.5,6.44,201,2018,0
충북,토마토,가을,관행,Y,1.6,27.6,1.0,15.7,66.3,106.4,6.69,294,2021,0
강원,토마토,가을,유기,Y,3.81,26.3,1.33,26.9,59.4,95.6,5.94,55,2019,0
전남,포도,봄,관행,Y,2.88,39.9,1.11,17.6,59.4,83.7,6.05,149,2018,0
전북,토마토,봄,유기,N,2.23,27.6,0.55,20.2,60.3,65.7,6.72,187,2020,0
경기,상추,가을,관행,Y,0.52,46.3,0.31,30.8,56.1,109.2,6.0,235,2018,0
경남,토마토,가을,관행,Y,1.05,37.8,0.92,27.3,73.2,64.2,6.39,159,2021,0
충남,고추,봄,유기,N,0.47,30.6,0.94,25.7,60.9,85.5,7.12,240,2022,0
강원,감귤,여름,유기,Y,0.78,40.9,0.94,22.0,53.3,95.5,5.95,130,2022,0
강원,상추,여름,유기,N,1.26,34.5,0.55,20.5,69.1,41.0,7.57,214,2018,0
제주,상추,봄,유기,N,0.51,37.7,0.0,16.6,62.6,59.4,5.71,191,2023,0
경남,토마토,가을,관행,N,2.58,2.1,2.35,27.0,74.0,3.2,6.77,238,2018,1
제주,포도,겨울,관행,N,2.48,29.2,1.05,21.7,64.2,62.2,6.83,259,2023,0
충남,상추,겨울,유기,Y,0.09,30.6,0.73,26.3,72.9,34.6,5.75,208,2021,0
강원,배추,여름,유기,N,0.6,31.9,0.52,18.1,41.6,71.5,6.81,252,2021,0
경남,감귤,봄,관행,Y,3.67,28.5,0.21,14.5,76.7,58.0,6.86,330,2023,0
제주,상추,봄,관행,Y,5.38,47.6,0.76,19.3,69.6,101.5,6.73,189,2022,0
강원,배추,가을,유기,Y,3.97,37.6,0.72,16.8,68.1,112.2,5.66,137,2019,0
경북,포도,여름,유기,N,1.14,38.1,0.69,15.0,74.6,47.6,6.27,257,2019,0
충북,포도,봄,관행,N,2.84,43.7,0.27,22.3,51.9,75.0,6.03,222,2023,0
경남,고추,겨울,관행,N,0.57,48.1,0.66,23.5,61.0,99.3,5.65,167,2019,0
제주,상추,겨울,관행,N,3.94,5.2,2.03,26.3,71.6,0.0,6.72,175,2021,1
경북,토마토,겨울,유기,Y,1.87,37.7,0.35,18.2,44.2,93.9,7.24,238,2019,0
충남,상추,여름,유기,N,0.44,14.6,1.49,30.2,98.1,23.1,6.6,118,2019,2
강원,고추,겨울,관행,N,3.4,12.7,0.42,16.6,56.8,33.7,5.93,211,2020,0
경기,포도,겨울,관행,N,0.67,44.4,1.19,25.1,68.5,37.4,6.43,160,2021,0
경남,배추,겨울,유기,Y,2.37,30.8,0.9,17.5,61.2,81.8,5.45,238,2019,0
제주,포도,가을,유기,N,1.19,32.5,1.32,25.2,66.8,23.0,6.15,226,2019,0
충남,상추,겨울,관행,Y,0.78,44.2,1.03,22.8,53.2,59.0,5.82,138,2021,0
경북,포도,봄,관행,N,1.03,40.3,0.91,23.2,65.6,58.4,6.89,126,2023,0
경북,감귤,봄,관행,N,0.87,39.8,1.09,15.8,83.5,48.8,6.65,50,2021,0
경북,감귤,봄,관행,Y,3.6,31.4,0.44,22.2,50.1,65.4,7.22,182,2021,0
충남,포도,봄,유기,N,0.81,43.5,0.78,16.7,61.0,117.5,7.09,215,2021,0
경북,고추,봄,관행,N,0.87,45.8,1.14,20.6,69.2,93.0,5.26,221,2023,0
전북,사과,여름,유기,Y,2.69,15.4,1.21,27.4,75.0,57.5,6.44,177,2020,2
강원,고추,여름,관행,Y,3.15,18.8,1.34,23.4,58.4,123.0,6.31,156,2018,0
충북,감귤,겨울,유기,Y,1.5,42.1,0.46,21.6,74.4,30.2,6.26,159,2022,0
경북,토마토,가을,유기,N,2.7,32.4,0.87,26.3,54.8,89.5,5.72,191,2022,0
강원,사과,겨울,관행,N,1.65,29.0,1.02,22.6,83.9,85.7,6.78,126,2019,0
충남,감귤,여름,유기,Y,2.4,38.7,0.95,19.8,66.6,68.2,6.19,183,2021,0
경기,감귤,가을,유기,N,1.28,31.4,0.71,29.1,43.3,114.8,7.45,235,2019,0
제주,배추,겨울,관행,Y,1.86,19.1,1.03,27.1,50.2,98.1,6.31,184,2022,0
경기,토마토,가을,관행,Y,0.72,4.9,1.57,23.1,83.9,17.7,6.76,192,2023,1
전북,토마토,겨울,관행,Y,0.63,48.2,1.08,22.7,100.0,76.0,6.94,166,2021,0
충북,토마토,여름,유기,Y,0.96,43.0,0.62,23.7,64.0,65.6,7.16,131,2021,0
제주,고추,겨울,유기,Y,3.2,27.7,0.73,20.4,60.1,58.5,6.19,284,2021,0
경기,상추,겨울,유기,N,2.75,28.6,0.17,28.9,68.0,113.8,5.94,246,2018,0
경북,사과,여름,관행,Y,1.42,4.1,2.31,29.9,66.3,0.0,7.26,229,2021,1
전북,감귤,여름,유기,N,1.2,32.9,1.89,26.2,73.8,78.4,7.01,50,2020,0
전남,포도,겨울,관행,Y,2.62,21.3,0.0,19.3,75.5,111.5,7.04,169,2022,0
충남,고추,겨울,유기,Y,2.63,27.4,0.71,25.6,74.5,49.8,7.6,230,2023,0
경북,상추,여름,관행,N,0.58,44.6,0.71,13.5,57.3,71.0,6.81,128,2018,0
충북,포도,여름,유기,Y,1.71,38.5,0.67,23.5,41.2,64.7,6.83,209,2022,0
제주,사과,여름,유기,Y,1.87,41.4,0.81,23.4,61.0,104.5,5.39,124,2023,0
충남,고추,봄,유기,Y,2.04,37.1,1.14,15.8,61.3,41.6,6.27,231,2019,0
제주,감귤,가을,유기,N,12.34,45.5,0.75,21.8,68.8,123.9,6.88,162,2023,0
강원,상추,봄,유기,N,1.38,36.7,1.14,36.2,77.4,124.6,6.87,257,2021,0
전북,감귤,봄,유기,Y,2.88,27.6,1.17,19.3,58.1,75.0,5.98,199,2023,0
경북,사과,가을,관행,N,2.32,48.1,0.63,24.1,70.0,72.8,5.85,109,2018,0
충북,배추,봄,관행,Y,0.23,27.7,0.49,27.5,51.3,117.0,7.07,164,2020,0
충북,토마토,겨울,유기,N,3.09,41.7,0.82,12.7,51.8,125.0,5.77,272,2021,0
전북,고추,겨울,관행,N,1.36,50.4,1.27,21.1,66.7,37.6,6.15,236,2018,0
충남,고추,봄,유기,N,0.73,50.5,0.76,26.8,68.4,112.1,5.84,176,2021,0
전북,상추,겨울,관행,Y,3.36,26.7,0.3,28.9,65.8,43.5,5.31,241,2023,0
경기,감귤,여름,관행,N,1.13,19.0,1.15,26.0,57.0,58.7,6.11,152,2020,2
경기,포도,여름,관행,N,1.26,33.5,0.31,20.4,61.9,87.7,6.19,254,2023,0
경기,감귤,여름,관행,N,1.37,29.1,0.68,21.1,78.1,134.1,6.05,147,2019,0
전북,고추,봄,관행,N,1.16,55.5,1.03,29.1,58.9,82.8,5.38,156,2019,0
전남,토마토,겨울,관행,Y,1.34,18.7,1.08,25.5,63.5,135.1,6.68,147,2023,0
충남,상추,가을,관행,Y,1.03,38.0,0.84,29.2,84.1,52.0,5.68,80,2022,0
강원,고추,봄,유기,N,0.83,31.5,0.73,22.3,65.8,103.8,6.81,230,2023,0
경북,상추,봄,유기,N,1.65,54.2,1.24,18.0,40.3,160.6,7.02,169,2020,0
충북,상추,여름,관행,Y,2.89,38.8,0.53,21.5,57.9,57.1,4.77,201,2018,0
충북,배추,봄,유기,N,0.29,35.8,0.35,23.8,61.2,52.7,6.14,155,2021,0
경남,포도,겨울,유기,N,3.64,27.9,0.93,22.2,65.3,58.3,6.66,204,2022,0
제주,감귤,가을,유기,Y,0.26,20.2,0.91,20.3,55.0,84.8,5.82,201,2023,0
전남,감귤,가을,관행,N,3.51,46.2,1.31,35.6,63.8,80.3,5.52,304,2018,0
경기,토마토,겨울,관행,Y,1.1,30.8,1.47,26.3,61.0,113.3,5.23,225,2022,0
경북,고추,봄,관행,N,0.55,7.2,1.57,26.1,71.3,6.9,6.01,236,2020,1
충남,감귤,여름,유기,Y,1.75,34.2,0.8,25.6,60.0,69.9,6.66,189,2020,0
충남,배추,봄,유기,Y,1.99,36.8,0.71,25.0,73.6,79.2,5.83,202,2021,0
전북,상추,가을,관행,N,1.2,39.4,0.67,25.1,62.4,71.2,5.83,225,2020,0
제주,감귤,봄,관행,N,1.83,30.8,0.54,23.6,87.3,92.5,6.65,275,2022,0
충북,배추,봄,관행,N,0.29,7.6,2.44,24.9,67.0,5.8,6.79,311,2021,1
충북,사과,여름,유기,Y,2.04,34.5,0.46,24.8,52.3,68.2,6.39,171,2018,0
경기,배추,여름,유기,Y,2.51,24.2,0.38,27.0,53.6,58.0,6.33,178,2018,0
충남,토마토,여름,유기,N,2.43,30.4,1.09,14.7,80.1,21.2,7.04,281,2019,0
경북,상추,겨울,유기,Y,2.55,23.9,0.83,20.3,71.1,87.1,6.01,216,2023,0
경북,포도,겨울,관행,N,1.14,31.8,1.14,15.1,59.9,123.4,5.56,198,2023,0
충남,감귤,겨울,관행,Y,1.23,44.3,0.69,23.5,56.0,10.5,5.51,212,2021,0
경남,토마토,봄,관행,Y,0.3,8.8,0.13,10.7,72.6,30.0,6.4,194,2021,2
경남,사과,여름,유기,N,0.36,37.0,0.34,22.5,61.8,72.0,6.21,310,2019,0
경남,사과,겨울,유기,Y,1.86,35.0,0.76,20.7,67.2,42.5,6.53,268,2022,0
충북,포도,봄,관행,Y,1.98,38.9,1.16,23.7,66.2,95.7,6.37,218,2022,0
강원,토마토,가을,관행,Y,0.57,59.8,0.62,20.9,71.9,51.8,5.45,136,2023,0
경북,토마토,봄,유기,N,0.1,44.4,1.18,19.5,67.9,68.5,7.82,224,2020,0
충남,감귤,가을,유기,N,1.53,39.5,0.0,20.9,82.7,67.9,6.57,128,2018,0
강원,사과,봄,유기,Y,3.64,40.9,0.89,20.6,91.3,120.9,6.75,165,2023,0
제주,사과,여름,관행,Y,0.52,33.8,0.88,25.0,74.2,61.6,6.69,128,2023,0
강원,토마토,봄,관행,Y,2.03,40.9,0.74,28.5,80.2,73.4,6.31,273,2020,0
경남,상추,봄,유기,N,2.14,42.8,1.0,16.2,62.6,80.5,6.33,110,2021,0
